0,1,2,3,4,5,6,7,8,9
1.0,0.8903824952142665,0.9328669227752688,0.7886977879043037,0.6757698926812192,0.21815647859426665,0.7257095384709628,0.6710509414509424,0.75874687176693,0.9660994649521351
0.8903824952142665,1.0,0.8307834952715035,0.9187076469301965,0.4774365851831123,0.3138814014498633,0.558182910025517,0.5532005076533848,0.6151975565459293,0.9145222035339753
0.9328669227752688,0.8307834952715035,1.0,0.7180253822886541,0.7581706121537246,0.27691309829933153,0.8375851321362107,0.7979320079421415,0.8683075060528103,0.943432342792337
0.7886977879043037,0.9187076469301965,0.7180253822886541,1.0,0.39551960985636225,0.24783884451108537,0.4666489904044162,0.46530411507844927,0.5110933669845988,0.8105354605395815
0.6757698926812192,0.4774365851831123,0.7581706121537246,0.39551960985636225,1.0,0.07154712020569498,0.954100809067844,0.8474082435153798,0.922673354558706,0.6153031210876753
0.21815647859426665,0.3138814014498633,0.27691309829933153,0.24783884451108537,0.07154712020569498,1.0,0.1627618811509226,0.2873051424829336,0.22865610655960925,0.25288816513903223
0.7257095384709628,0.558182910025517,0.8375851321362107,0.4666489904044162,0.954100809067844,0.1627618811509226,1.0,0.9126721038047342,0.9445777115700336,0.6912708730078504
0.6710509414509424,0.5532005076533848,0.7979320079421415,0.46530411507844927,0.8474082435153798,0.2873051424829336,0.9126721038047342,1.0,0.937584794801754,0.6468780095727459
0.75874687176693,0.6151975565459293,0.8683075060528103,0.5110933669845988,0.922673354558706,0.22865610655960925,0.9445777115700336,0.937584794801754,1.0,0.7326684246072173
0.9660994649521351,0.9145222035339753,0.943432342792337,0.8105354605395815,0.6153031210876753,0.25288816513903223,0.6912708730078504,0.6468780095727459,0.7326684246072173,1.0
