,0,1,2,3,4,5,6,7,8,9
0,12.994736842105263,9.184210526315805,7.410526315789459,10.019736842105264,2.560526315789469,0.08026315789473669,2.7973684210526315,3.175,3.2513157894736926,13.567105263157872
1,9.184210526315805,8.187719298245607,5.238596491228081,9.264473684210529,1.4359649122807043,0.09166666666666706,1.707894736842111,2.0776315789473623,2.0925438596491253,10.194298245614059
2,7.410526315789459,5.238596491228081,4.85614035087718,5.576315789473682,1.75614035087719,0.062280701754386034,1.9736842105263102,2.3078947368421128,2.2745614035087693,8.09912280701752
3,10.019736842105264,9.264473684210529,5.576315789473682,12.420065789473684,1.4651315789473678,0.08914473684210536,1.7585526315789473,2.1523026315789475,2.141118421052631,11.127960526315784
4,2.560526315789469,1.4359649122807043,1.75614035087719,1.4651315789473678,1.1048245614035075,0.0076754385964912485,1.0723684210526352,1.1690789473684173,1.152850877192981,2.519517543859642
5,0.08026315789473669,0.09166666666666706,0.062280701754386034,0.08914473684210536,0.0076754385964912485,0.010416666666666647,0.017763157894736786,0.03848684210526304,0.02774122807017528,0.10054824561403528
6,2.7973684210526315,1.707894736842111,1.9736842105263102,1.7585526315789473,1.0723684210526352,0.017763157894736786,1.143421052631579,1.2809210526315788,1.2006578947368456,2.879605263157894
7,3.175,2.0776315789473623,2.3078947368421128,2.1523026315789475,1.1690789473684173,0.03848684210526304,1.2809210526315788,1.7226973684210527,1.462828947368427,3.307565789473696
8,3.2513157894736926,2.0925438596491253,2.2745614035087693,2.141118421052631,1.152850877192981,0.02774122807017528,1.2006578947368456,1.462828947368427,1.4130482456140405,3.392872807017538
9,13.567105263157872,10.194298245614059,8.09912280701752,11.127960526315784,2.519517543859642,0.10054824561403528,2.879605263157894,3.307565789473696,3.392872807017538,15.176206140350835
