,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,1.7291666666666667,2.6791666666666667,2.0458333333333334,1.0791666666666666,0.325,2.7375,0.6583333333333333,2.2583333333333333,0.6916666666666667,2.433333333333333,0.029166666666666667,2.283333333333333,3.1041666666666665,2.4,1.9375,2.091666666666667,2.2916666666666665,2.4375,0.29583333333333334,-2.0625,-0.075,-1.3708333333333333,0.07916666666666666,-0.42916666666666664,1.7458333333333333,-0.9416666666666667,-1.2208333333333332,-2.4833333333333334,-3.0041666666666664,-1.2041666666666666,-1.075,-0.5333333333333333,-2.1916666666666664,-0.4125,-2.2583333333333333,-0.6541666666666667,1.7333333333333334,-2.183333333333333,-2.1083333333333334,-0.8958333333333334,-1.0083333333333333,-2.5541666666666667,-1.5291666666666666,-0.0375,-1.6291666666666667,-0.475,-0.975,-0.7833333333333333,-2.183333333333333,-1.0208333333333333,-1.9666666666666666,-2.85,-0.6583333333333333,-2.6125,-0.9541666666666666,-0.041666666666666664,-0.16666666666666666,-0.3833333333333333,-2.3958333333333335,-0.15,-0.0375,-0.9583333333333334,-0.6,-0.4,-0.1875,-1.5791666666666666,-0.9249999999999999,0.2625,-1.4833333333333334,-2.3208333333333333,-0.19583333333333333,-0.35833333333333334
1,2.6791666666666667,9.1625,8.0625,1.6291666666666667,0.49166666666666664,9.054166666666667,3.4916666666666667,7.425,2.7916666666666665,5.366666666666666,0.1125,5.416666666666667,6.4875,6.133333333333333,8.320833333333333,6.5249999999999995,5.858333333333333,7.354166666666667,0.37916666666666665,-4.945833333333333,-0.24166666666666667,-2.4875,1.6291666666666667,0.22083333333333333,5.495833333333334,-0.775,-1.7375,-6.216666666666667,-8.3875,-1.6541666666666666,-0.6416666666666666,-0.7333333333333333,-4.958333333333333,-0.8291666666666666,-5.625,-0.4375,5.733333333333333,-5.45,-4.608333333333333,-2.245833333333333,-0.575,-6.270833333333333,-2.2125,-0.0875,-3.4458333333333333,0.225,-3.6083333333333334,-1.3833333333333333,-4.85,-0.7375,-6.166666666666667,-7.783333333333333,-0.2916666666666667,-6.095833333333333,-1.0708333333333333,1.7916666666666667,0.23333333333333334,1.0166666666666666,-5.479166666666667,-0.21666666666666667,-0.0875,-1.125,-2.1333333333333333,0.4666666666666667,-0.5708333333333333,-2.1291666666666664,-1.3583333333333334,2.2125,-2.35,-5.2375,1.3875,-0.4583333333333333
2,2.0458333333333334,8.0625,8.295833333333333,1.2625,0.425,7.954166666666667,3.9583333333333335,7.0249999999999995,3.591666666666667,3.966666666666667,0.14583333333333334,4.416666666666667,5.720833333333333,5.4,8.354166666666666,6.325,4.191666666666666,6.5874999999999995,0.2791666666666667,-3.779166666666667,-0.10833333333333334,-2.0541666666666667,1.7291666666666667,0.05416666666666667,4.995833333333334,-0.975,-0.7708333333333334,-4.816666666666666,-6.154166666666667,-1.5541666666666667,0.025,-0.2,-3.9583333333333335,-0.2625,-4.558333333333334,-0.1375,4.533333333333333,-4.05,-3.7416666666666667,-1.1458333333333333,-0.775,-4.4375,-0.8458333333333333,-0.05416666666666667,-3.1458333333333335,0.15833333333333333,-2.6083333333333334,-0.65,-3.65,-0.4375,-4.766666666666667,-5.983333333333333,-0.625,-3.4625,-1.3041666666666667,1.125,0.9666666666666667,-0.11666666666666667,-4.245833333333334,-0.016666666666666666,-0.05416666666666667,0.20833333333333334,-1.4,1.2666666666666666,-0.2708333333333333,-2.2291666666666665,-0.49166666666666664,2.3125,-0.8166666666666667,-4.004166666666666,0.2875,0.008333333333333333
3,1.0791666666666666,1.6291666666666667,1.2625,0.7625,0.15833333333333333,1.7208333333333332,0.2916666666666667,1.3583333333333334,0.325,1.5666666666666667,-0.020833333333333332,1.35,1.8208333333333333,1.5333333333333332,1.1875,1.325,1.525,1.5541666666666667,0.17916666666666667,-1.2791666666666666,-0.041666666666666664,-0.9541666666666666,0.1625,-0.3125,1.0958333333333332,-0.6416666666666666,-0.9375,-1.55,-1.8541666666666667,-0.7875,-0.7083333333333334,-0.3333333333333333,-1.425,-0.22916666666666666,-1.425,-0.4375,1.2,-1.3833333333333333,-1.3416666666666666,-0.5125,-0.7083333333333334,-1.6041666666666667,-1.1458333333333333,-0.020833333333333332,-1.0458333333333334,-0.375,-0.5416666666666666,-0.45,-1.3833333333333333,-0.7375,-1.1666666666666667,-1.7166666666666666,-0.5583333333333333,-1.8958333333333333,-0.6708333333333333,-0.14166666666666666,-0.03333333333333333,-0.45,-1.4791666666666667,-0.08333333333333333,-0.020833333333333332,-0.7916666666666666,-0.3333333333333333,-0.3333333333333333,-0.10416666666666667,-1.0625,-0.7583333333333333,0.2791666666666667,-1.0833333333333333,-1.4375,-0.2791666666666667,-0.2583333333333333
4,0.325,0.49166666666666664,0.425,0.15833333333333333,0.11666666666666667,0.475,0.31666666666666665,0.45,0.31666666666666665,0.3333333333333333,0.058333333333333334,0.36666666666666664,0.6083333333333333,0.4,0.4083333333333333,0.3833333333333333,0.11666666666666667,0.4083333333333333,0.058333333333333334,-0.5916666666666667,-0.016666666666666666,-0.4083333333333333,-0.175,-0.125,0.225,-0.4166666666666667,-0.175,-0.6333333333333333,-0.675,-0.475,-0.2833333333333333,-0.13333333333333333,-0.5833333333333334,-0.09166666666666666,-0.5833333333333334,-0.175,0.06666666666666667,-0.5666666666666667,-0.6166666666666667,-0.2583333333333333,-0.2833333333333333,-0.575,-0.19166666666666665,-0.008333333333333333,-0.5916666666666667,-0.15,-0.21666666666666667,-0.23333333333333334,-0.5666666666666667,-0.30833333333333335,-0.4666666666666667,-0.7666666666666666,-0.25,-0.225,-0.44166666666666665,-0.21666666666666667,-0.13333333333333333,-0.23333333333333334,-0.6583333333333333,-0.03333333333333333,-0.008333333333333333,-0.05,-0.13333333333333333,-0.06666666666666667,-0.041666666666666664,-0.425,-0.11666666666666667,-0.14166666666666666,-0.23333333333333334,-0.575,-0.125,-0.18333333333333332
5,2.7375,9.054166666666667,7.954166666666667,1.7208333333333332,0.475,9.195833333333333,3.341666666666667,7.2749999999999995,2.6416666666666666,5.5,0.10416666666666667,5.383333333333333,6.5625,6.266666666666667,8.195833333333333,6.508333333333333,6.241666666666666,7.429166666666666,0.37083333333333335,-4.804166666666666,-0.19166666666666665,-2.3625,1.8541666666666667,0.29583333333333334,5.654166666666667,-0.525,-1.7791666666666666,-6.116666666666666,-8.395833333333334,-1.3958333333333333,-0.5916666666666667,-0.4666666666666667,-4.741666666666666,-0.5875,-5.475,-0.2125,6.0,-5.416666666666667,-4.425,-2.3041666666666667,-0.2583333333333333,-6.3125,-2.2708333333333335,-0.029166666666666667,-3.2375,0.3416666666666667,-3.225,-1.4166666666666667,-4.816666666666666,-0.5791666666666666,-5.9,-7.75,-0.275,-6.454166666666667,-0.7125,2.0416666666666665,0.3,1.3833333333333333,-5.270833333333333,-0.11666666666666667,-0.029166666666666667,-1.3083333333333333,-1.8666666666666667,0.5333333333333333,-0.4125,-1.6208333333333333,-1.4083333333333332,2.404166666666667,-2.45,-5.079166666666667,1.4625,-0.5083333333333333
6,0.6583333333333333,3.4916666666666667,3.9583333333333335,0.2916666666666667,0.31666666666666665,3.341666666666667,3.3166666666666664,3.3166666666666664,2.85,1.0,0.2583333333333333,1.4333333333333333,2.808333333333333,2.4,4.008333333333333,2.5833333333333335,-0.08333333333333333,2.7416666666666667,0.058333333333333334,-2.8583333333333334,-0.08333333333333333,-2.075,0.15833333333333333,-0.525,1.625,-1.95,-0.30833333333333335,-3.1666666666666665,-3.475,-2.341666666666667,-0.48333333333333334,-0.5333333333333333,-3.05,-0.35833333333333334,-3.1166666666666667,-0.6416666666666666,0.8,-2.7666666666666666,-2.95,-0.9249999999999999,-1.2833333333333332,-2.6416666666666666,-0.325,-0.075,-3.125,-0.48333333333333334,-1.15,-0.7666666666666666,-2.7,-0.975,-2.533333333333333,-4.033333333333333,-1.3833333333333333,-0.49166666666666664,-2.375,-0.8833333333333333,0.0,-1.9666666666666666,-3.1916666666666664,-0.16666666666666666,-0.075,0.48333333333333334,-0.6666666666666666,0.4666666666666667,-0.24166666666666667,-2.158333333333333,-0.25,0.2583333333333333,-0.5,-2.5083333333333333,-0.9916666666666667,-0.7166666666666667
7,2.2583333333333333,7.425,7.0249999999999995,1.3583333333333334,0.45,7.2749999999999995,3.3166666666666664,6.383333333333333,2.9166666666666665,4.133333333333333,0.125,4.433333333333334,5.741666666666666,5.133333333333333,7.141666666666667,5.583333333333333,4.25,6.075,0.325,-4.058333333333334,-0.15,-2.275,1.225,-0.058333333333333334,4.491666666666666,-1.2166666666666666,-1.175,-5.033333333333333,-6.408333333333333,-1.875,-0.55,-0.6,-4.25,-0.625,-4.716666666666667,-0.5083333333333333,4.2,-4.3,-3.9499999999999997,-1.4583333333333333,-1.0166666666666666,-4.775,-1.4583333333333333,-0.075,-3.2583333333333333,-0.08333333333333333,-2.8166666666666664,-0.9666666666666667,-3.966666666666667,-0.8416666666666667,-4.866666666666666,-6.166666666666667,-0.65,-4.025,-1.5083333333333333,0.9833333333333333,0.4666666666666667,-0.16666666666666666,-4.525,-0.16666666666666666,-0.075,-0.3833333333333333,-1.6,0.6,-0.375,-2.425,-0.85,1.7249999999999999,-1.5,-4.308333333333334,0.475,-0.18333333333333332
8,0.6916666666666667,2.7916666666666665,3.591666666666667,0.325,0.31666666666666665,2.6416666666666666,2.85,2.9166666666666665,2.783333333333333,0.6666666666666666,0.225,1.1666666666666667,2.6416666666666666,2.0,3.5749999999999997,2.45,-0.55,2.308333333333333,0.09166666666666666,-2.4916666666666667,-0.016666666666666666,-2.0416666666666665,-0.075,-0.6916666666666667,1.325,-2.283333333333333,-0.275,-2.7666666666666666,-2.575,-2.5083333333333333,-0.55,-0.4,-2.783333333333333,-0.19166666666666665,-2.783333333333333,-0.675,0.2,-2.3,-2.75,-0.49166666666666664,-1.55,-2.0083333333333333,-0.15833333333333333,-0.041666666666666664,-3.158333333333333,-0.6833333333333333,-0.8833333333333333,-0.5666666666666667,-2.3666666666666667,-1.2083333333333333,-2.0,-3.2333333333333334,-1.5833333333333333,0.275,-2.675,-1.35,0.13333333333333333,-2.433333333333333,-2.825,-0.1,-0.041666666666666664,0.6833333333333333,-0.4666666666666667,0.4,-0.075,-2.4583333333333335,-0.18333333333333332,0.025,-0.16666666666666666,-2.2083333333333335,-1.425,-0.5166666666666666
9,2.433333333333333,5.366666666666666,3.966666666666667,1.5666666666666667,0.3333333333333333,5.5,1.0,4.133333333333333,0.6666666666666666,4.8,-0.03333333333333333,4.266666666666667,4.633333333333333,4.466666666666667,3.9,3.8666666666666667,5.2,4.7,0.36666666666666664,-3.2333333333333334,-0.2,-1.9,1.0333333333333332,0.03333333333333333,3.7666666666666666,-0.6666666666666666,-1.9666666666666666,-4.133333333333333,-5.633333333333333,-1.1666666666666667,-1.2,-0.6,-3.2666666666666666,-0.7,-3.7333333333333334,-0.5,4.4,-3.6666666666666665,-3.1333333333333333,-1.4333333333333333,-0.6666666666666666,-4.633333333333333,-2.5666666666666664,-0.1,-2.1666666666666665,0.06666666666666667,-2.0,-1.0,-3.533333333333333,-0.9666666666666667,-3.6666666666666665,-5.0,-0.2,-5.5,-0.7,1.4,0.06666666666666667,0.6666666666666666,-3.6999999999999997,-0.2,-0.1,-1.8,-1.2,-0.3333333333333333,-0.5,-1.4333333333333333,-1.6,1.4333333333333333,-2.466666666666667,-3.7666666666666666,0.9666666666666667,-0.4
