0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1.0,0.8903824952142665,0.9328669227752688,0.7886977879043037,0.6757698926812192,0.21815647859426665,0.7257095384709628,0.6710509414509424,0.75874687176693,0.9660994649521351,0.9062005982069551,0.8883501087170277,0.9465114735572735,0.3325992214633905,0.5731782201311078,0.1881277569788433,0.7286357048545266,0.7449612133279602,0.4611032889025401,0.8937434355515262
0.8903824952142665,1.0,0.8307834952715035,0.9187076469301965,0.4774365851831123,0.3138814014498633,0.558182910025517,0.5532005076533848,0.6151975565459293,0.9145222035339753,0.9279285193436917,0.8286640145043885,0.9226981046789131,0.20575000956282924,0.632198066941297,0.21565202688222546,0.8173527509845848,0.6924041293952486,0.39361033843196946,0.9184986298879629
0.9328669227752688,0.8307834952715035,1.0,0.7180253822886541,0.7581706121537246,0.27691309829933153,0.8375851321362107,0.7979320079421415,0.8683075060528103,0.943432342792337,0.8133378071400024,0.7943382408222961,0.854500990417962,0.4173197396905418,0.5300434816196087,0.19407342402345534,0.6195359090253725,0.8066621016790994,0.47254123065092307,0.7998819770453424
0.7886977879043037,0.9187076469301965,0.7180253822886541,1.0,0.39551960985636225,0.24783884451108537,0.4666489904044162,0.46530411507844927,0.5110933669845988,0.8105354605395815,0.9384617612308992,0.8116233066080905,0.8933761200993365,0.18930863768927925,0.5662471360601924,0.2067331312945648,0.83130338240742,0.5860818048307256,0.3265389440528748,0.9275547725943127
0.6757698926812192,0.4774365851831123,0.7581706121537246,0.39551960985636225,1.0,0.07154712020569498,0.954100809067844,0.8474082435153798,0.922673354558706,0.6153031210876753,0.5255434858253057,0.5740212033606079,0.5973696639724174,0.6602777093268423,0.19858017207103432,-0.0377815994629632,0.3167506020477298,0.5821363377456219,0.31399548190717264,0.5308968304924533
0.21815647859426665,0.3138814014498633,0.27691309829933153,0.24783884451108537,0.07154712020569498,1.0,0.1627618811509226,0.2873051424829336,0.22865610655960925,0.25288816513903223,0.1889315461307104,0.08928252288175552,0.19164499333730972,-0.010526315789473696,-0.051644368764034325,-0.014965432360392494,0.08128706882513448,0.032633530240776254,-0.026681058556066548,0.15755818806914243
0.7257095384709628,0.558182910025517,0.8375851321362107,0.4666489904044162,0.954100809067844,0.1627618811509226,1.0,0.9126721038047342,0.9445777115700336,0.6912708730078504,0.5825018524157421,0.6141835366835304,0.6479672317729278,0.645019306783286,0.2898421823235195,-0.04285207087136398,0.3858991725029768,0.6487611469785064,0.34735912945711295,0.5820133166706488
0.6710509414509424,0.5532005076533848,0.7979320079421415,0.46530411507844927,0.8474082435153798,0.2873051424829336,0.9126721038047342,1.0,0.937584794801754,0.6468780095727459,0.5372416526979908,0.5195905514197605,0.6008966691478947,0.6802010638271166,0.15340737009501687,-0.038402818222813925,0.30499990148458167,0.5129586358941602,0.090873458057898,0.517800911268717
0.75874687176693,0.6151975565459293,0.8683075060528103,0.5110933669845988,0.922673354558706,0.22865610655960925,0.9445777115700336,0.937584794801754,1.0,0.7326684246072173,0.6088305038777246,0.6032894606318815,0.6763057776801534,0.5757072722469213,0.22791451305513186,-0.04497210346201922,0.3616805251069575,0.6424316706628169,0.24236762774140524,0.5968840858287161
0.9660994649521351,0.9145222035339753,0.943432342792337,0.8105354605395815,0.6153031210876753,0.25288816513903223,0.6912708730078504,0.6468780095727459,0.7326684246072173,1.0,0.9079491728927068,0.8764610911850856,0.9164391170744061,0.27936282582970523,0.6020960242405067,0.22779709203885803,0.7206709091762781,0.7813131669831114,0.47546927570525177,0.8900944963949678
